episode,reward_mean__lr_c=2e-4__raw,reward_mean__lr_c=2e-4__smooth,reward_mean__lr_c=2e-4__band_low,reward_mean__lr_c=2e-4__band_high,reward_mean__lr_c=3e-4__raw,reward_mean__lr_c=3e-4__smooth,reward_mean__lr_c=3e-4__band_low,reward_mean__lr_c=3e-4__band_high,reward_mean__lr_c=5e-4__raw,reward_mean__lr_c=5e-4__smooth,reward_mean__lr_c=5e-4__band_low,reward_mean__lr_c=5e-4__band_high,reward_total__lr_c=2e-4__raw,reward_total__lr_c=2e-4__smooth,reward_total__lr_c=2e-4__band_low,reward_total__lr_c=2e-4__band_high,reward_total__lr_c=3e-4__raw,reward_total__lr_c=3e-4__smooth,reward_total__lr_c=3e-4__band_low,reward_total__lr_c=3e-4__band_high,reward_total__lr_c=5e-4__raw,reward_total__lr_c=5e-4__smooth,reward_total__lr_c=5e-4__band_low,reward_total__lr_c=5e-4__band_high,task_sr__lr_c=2e-4__raw,task_sr__lr_c=2e-4__smooth,task_sr__lr_c=2e-4__band_low,task_sr__lr_c=2e-4__band_high,task_sr__lr_c=3e-4__raw,task_sr__lr_c=3e-4__smooth,task_sr__lr_c=3e-4__band_low,task_sr__lr_c=3e-4__band_high,task_sr__lr_c=5e-4__raw,task_sr__lr_c=5e-4__smooth,task_sr__lr_c=5e-4__band_low,task_sr__lr_c=5e-4__band_high,deadline_miss_rate__lr_c=2e-4__raw,deadline_miss_rate__lr_c=2e-4__smooth,deadline_miss_rate__lr_c=2e-4__band_low,deadline_miss_rate__lr_c=2e-4__band_high,deadline_miss_rate__lr_c=3e-4__raw,deadline_miss_rate__lr_c=3e-4__smooth,deadline_miss_rate__lr_c=3e-4__band_low,deadline_miss_rate__lr_c=3e-4__band_high,deadline_miss_rate__lr_c=5e-4__raw,deadline_miss_rate__lr_c=5e-4__smooth,deadline_miss_rate__lr_c=5e-4__band_low,deadline_miss_rate__lr_c=5e-4__band_high,mean_cft_completed__lr_c=2e-4__raw,mean_cft_completed__lr_c=2e-4__smooth,mean_cft_completed__lr_c=2e-4__band_low,mean_cft_completed__lr_c=2e-4__band_high,mean_cft_completed__lr_c=3e-4__raw,mean_cft_completed__lr_c=3e-4__smooth,mean_cft_completed__lr_c=3e-4__band_low,mean_cft_completed__lr_c=3e-4__band_high,mean_cft_completed__lr_c=5e-4__raw,mean_cft_completed__lr_c=5e-4__smooth,mean_cft_completed__lr_c=5e-4__band_low,mean_cft_completed__lr_c=5e-4__band_high,avg_rsu_queue__lr_c=2e-4__raw,avg_rsu_queue__lr_c=2e-4__smooth,avg_rsu_queue__lr_c=2e-4__band_low,avg_rsu_queue__lr_c=2e-4__band_high,avg_rsu_queue__lr_c=3e-4__raw,avg_rsu_queue__lr_c=3e-4__smooth,avg_rsu_queue__lr_c=3e-4__band_low,avg_rsu_queue__lr_c=3e-4__band_high,avg_rsu_queue__lr_c=5e-4__raw,avg_rsu_queue__lr_c=5e-4__smooth,avg_rsu_queue__lr_c=5e-4__band_low,avg_rsu_queue__lr_c=5e-4__band_high
11,0.0017596491379663,,,,0.0018023957964032,,,,0.0018335590139031,,,,0.0668666801061926,,,,0.068491055556961,,,,0.0696752496356072,,,,0.15,,,,0.3,,,,0.1,,,,0.85,,,,0.7,,,,0.9,,,,2.7071137028607426,,,,2.382845613108196,,,,2.524322111773511,,,,1.0263157894736843,,,,1.5,,,,1.1842105263157894,,,
12,0.0025885654613375,0.0024055500252870335,0.001439199642387868,0.003371900408186199,0.0027812586631625,0.0024836263789135165,0.0009237613038636492,0.004043491453963384,0.0022300474811345,0.0017758413572058062,-6.15505044248882e-05,0.0036132332188365006,0.0957769252261419,0.07148292423502743,0.04742187234900734,0.09554397612104752,0.1029065734012277,0.07217072374337759,0.03074515773176458,0.11359628975499059,0.0825117472734849,0.05156143818266185,0.008813874499833882,0.09430900186548982,0.35,0.35000000000000003,0.1862374224122562,0.5137625775877439,0.45,0.4041666666666666,0.1790825073220366,0.6292508260112967,0.05,0.21666666666666667,0.0,0.4728034672363244,0.65,0.65,0.4862374224122562,0.8137625775877438,0.55,0.5916666666666667,0.369248823475755,0.8140845098575784,0.95,0.7791666666666667,0.5255937138025206,1.0,2.37560566647253,1.776289554337381,1.033476365391771,2.519102743282991,2.613952188341879,1.628527789886422,0.820216731294124,2.43683884847872,3.065087562016673,1.8585918738051073,1.1714816522438434,2.545702095366371,0.8108108108108109,0.8378582007597434,0.3510779325633019,1.3246384689561848,1.2432432432432432,0.8557834591886316,0.2836572713272042,1.427909647050059,0.8648648648648649,0.7087444582158738,0.2962168671164941,1.1212720493152535
13,0.0044978968799114,0.002566499783335061,0.0014743567704213396,0.0036586427962487828,0.0025092421565204,0.0024855968233448156,0.0009921228176129986,0.003979070829076632,0.0028547039255499,0.0018588307855399674,7.439558921430158e-05,0.003643265981865633,0.1304390342111736,0.0760180096178079,0.04776804161278135,0.10426797762283445,0.072768032453084,0.07221667056720114,0.03255436473569385,0.11187897639870845,0.0827864144566976,0.05396335943451076,0.012129466259434042,0.09579725260958749,0.55,0.36538461538461536,0.1990708865157802,0.5316983442534505,0.45,0.4076923076923077,0.19181603733689295,0.6235685780477225,0.2,0.2153846153846154,0.0,0.4606604935509292,0.45,0.6346153846153846,0.4683016557465495,0.8009291134842197,0.5,0.5846153846153845,0.370154223228084,0.7990765460026851,0.7,0.7730769230769231,0.5293084326539874,1.0,1.968403669706058,1.7910675632118944,1.077884876260352,2.504250250163437,2.1189809052886193,1.6662549526096682,0.8804923031312862,2.45201760208805,2.168827959207384,1.882456188066821,1.2189950689119993,2.5459173072216426,1.2413793103448276,0.8688982861124421,0.38959242684327683,1.3482041453816074,1.0,0.8668770392510445,0.31764950169586414,1.4161045768062248,0.7586206896551724,0.7125810914035122,0.3173738220225582,1.1077883607844663
14,0.0038724013138562,0.0026597784640865715,0.0015539588111268942,0.0037655981170462488,0.0073148501105606,0.0028305434867173717,0.0009005887687623681,0.0047604982046723756,0.0040602604858577,0.002016075764134091,0.00020349925969101804,0.003828652268577164,0.089065228652534,0.07694995383457405,0.049585182894780075,0.10431472477436803,0.160926703142038,0.0785531014654038,0.03367330737007788,0.12343289556072973,0.0974462499987681,0.05706928018910057,0.015230208665211048,0.09890835171299009,0.65,0.38571428571428573,0.20874343693211675,0.5626851344964547,0.9,0.4428571428571429,0.19723615366918618,0.6884781320450997,0.45,0.23214285714285715,0.0,0.4759958573587366,0.35,0.6142857142857142,0.43731486550354526,0.7912565630678832,0.1,0.55,0.3066262766222096,0.7933737233777904,0.55,0.7571428571428571,0.5154682962006814,0.9988174180850329,0.8273682108659478,1.722231895187184,0.9902202258483289,2.454243564526039,0.7118701428546294,1.5980846090557368,0.8012222562807593,2.394946961830714,1.043496289581102,1.8225304810321268,1.1468116998733762,2.4982492621908774,0.3478260869565217,0.8316788433155907,0.35057982099748297,1.3127778656336986,0.4090909090909091,0.834178029953892,0.29249904155493656,1.3758570183528476,0.2083333333333333,0.6765633943984994,0.2736538428180589,1.07947294597894
15,0.0050869360566139,0.0028215889702550598,0.0015853724859860013,0.004057805454524118,0.0046564750373363,0.002952272256758633,0.001033694185832381,0.004870850327684886,0.0023648249916732,0.0020393257126366986,0.0002903636894417078,0.0037882877358316894,0.1780427793807135,0.08368947553765002,0.04658610542045984,0.12079284565484019,0.1629766227199446,0.0841813362157065,0.03575117849240559,0.13261149393900742,0.0898633514016423,0.05925555160327002,0.018058848246949054,0.10045225495959098,0.8,0.41333333333333333,0.21202806881248296,0.6146385978541837,0.7,0.46,0.21417776457657164,0.7058222354234284,0.05,0.22000000000000003,0.0,0.45964259101539406,0.2,0.5866666666666667,0.3853614021458163,0.7879719311875171,0.25,0.53,0.2830182192954306,0.7769817807045695,0.9,0.7666666666666667,0.5308802419191039,1.0,2.3762181159938907,1.7658309765742977,1.0405173069327034,2.4911446462158917,2.42206860110739,1.6530168751925134,0.8562129366030069,2.44982081378202,2.48688181929656,1.8668205702497558,1.1934662352570355,2.540174905242476,2.3142857142857145,0.9305193013802656,0.32929952387005323,1.5317390788904781,1.7142857142857142,0.8928518755760135,0.3235565795071118,1.4621471716449153,0.6578947368421053,0.6753188172280731,0.28703553772330104,1.0636020967328452
16,0.0069766957312822,0.003081283142819256,0.001498435668023441,0.004664130617615071,0.006895201280713,0.0031987053207557813,0.0010993688127642243,0.005298041828747338,0.0012508429354056,0.001990045539059755,0.00028892820542357283,0.003691162872695937,0.1744173973317393,0.0893599706497806,0.04694116617758765,0.13177877512197356,0.1723800331981755,0.08969375477711082,0.03797042381030836,0.1414170857439133,0.0312710690899368,0.05750652144618669,0.017096503957371896,0.09791653893500149,0.95,0.446875,0.21060626176604177,0.6831437382339582,0.95,0.490625,0.22340552091960053,0.7578444790803994,0.35,0.22812500000000002,0.0,0.4619117618151207,0.05,0.553125,0.31685626176604176,0.7893937382339582,0.05,0.5,0.23291699167986485,0.7670830083201352,0.65,0.759375,0.5297239966637783,0.9890260033362217,0.6904303822680626,1.698618439430158,0.9480930720147746,2.4491438068455413,0.7385516191233364,1.59586279668819,0.7928462955191165,2.3988792978572633,1.283977172658031,1.8303928579002728,1.1637515440073698,2.497034171793176,0.4,0.8973618450439991,0.30157815103316366,1.4931455390548345,0.28,0.8545486333525126,0.2836152989297611,1.4254819677752641,0.24,0.6481113911513185,0.25752608334647814,1.038696698956159
17,0.0058435956016182,0.0032437721109839,0.001571150352600717,0.0049163938693670825,0.0052427630871534,0.0033189440128968176,0.00122668739732192,0.005411200628471715,0.0020173431839793,0.0019916512828785514,0.000344538201029819,0.003638764364727284,0.1577770857202144,0.09338450683039434,0.04908730102662859,0.1376817126341601,0.1415546114603918,0.09274439340553911,0.04110811484473508,0.14438067196634313,0.0585029521949939,0.05756513501964594,0.018437557491477713,0.09669271254781417,0.8,0.4676470588235294,0.22337442906927543,0.7119196885777834,0.8,0.5088235294117647,0.23942878296750914,0.7782182758560202,0.2,0.22647058823529412,4.7746874600462785e-06,0.4529364017831282,0.2,0.5323529411764706,0.2880803114222167,0.7766255709307245,0.2,0.48235294117647054,0.21370983658031895,0.7509960457726221,0.8,0.7617647058823529,0.5391878850395918,0.984341526725114,1.733014678934413,1.7006417476362907,0.9739008028136046,2.427382692458977,1.6707486491975567,1.6002678468357998,0.8225383577050307,2.377997335966569,1.5303341888515107,1.8127423479562281,1.1631800608552185,2.4623046350572375,1.2222222222222223,0.9164712789956592,0.3342503416854997,1.4986922163058187,1.1111111111111112,0.8696405438089009,0.3133455808857313,1.4259355067320705,0.7586206896551724,0.6546119381221335,0.27548076241697544,1.0337431138272914
18,0.0026195526588708,0.0032090932525331724,0.001579755251773283,0.004838431253293062,0.0026614270173013,0.003282415290919289,0.0012467203774742777,0.005318110204364301,0.001640991307795,0.0019721701731516875,0.0003720996739138675,0.0035722406723895078,0.0995429951234155,0.09372664506889553,0.05072753495768116,0.13672575518010988,0.1011342190257681,0.09321049482888516,0.043076930351805334,0.143344059305965,0.062357676038987,0.057831387298498224,0.019855257337367906,0.09580751725962855,0.35,0.46111111111111114,0.22251499929207202,0.6997072229301502,0.35,0.5,0.23598128408587926,0.7640187159141207,0.1,0.21944444444444444,0.0,0.44116159924313414,0.65,0.5388888888888889,0.3002927770698498,0.7774850007079279,0.65,0.49166666666666664,0.22806603290861382,0.7552673004247195,0.9,0.7694444444444444,0.5510688311156388,0.98782005777325,2.615138534126158,1.7514471246635057,1.0141914250433524,2.488702824283659,2.847332265609616,1.669549203434345,0.8598077093871267,2.4792906974815634,2.2364696121388925,1.8362827515219315,1.1982495271983173,2.4743159758455455,0.5789473684210527,0.8977199506304032,0.32730767011288164,1.4681322311479248,0.7894736842105263,0.8651868293867689,0.32517075895824243,1.4052028998152954,0.7631578947368421,0.6606422690451729,0.29194226099432147,1.0293422770960243
19,0.0048590535297989,0.003295933267126105,0.001667885598662036,0.0049239809355901745,0.0051845661364495,0.003382528493315616,0.0013566314122233827,0.005408425574407849,0.0024674681480973,0.0019982384876225095,0.00043910333305680147,0.0035573736421882175,0.1409125628167785,0.09621011442404725,0.05304310988930379,0.13937711895879074,0.1503524119386118,0.09621796415044973,0.045764074855201016,0.14667185344569844,0.0715565683358811,0.05855376524783416,0.021513520301442775,0.09559401019422553,0.7,0.47368421052631576,0.23542173792948984,0.7119466831231417,0.7,0.5105263157894736,0.24987598202558203,0.7711766495533652,0.2,0.21842105263157896,0.0029045372063043473,0.4339375680568536,0.3,0.5263157894736842,0.2880533168768583,0.76457826207051,0.3,0.48157894736842105,0.22165880668639582,0.7414990880504463,0.7,0.7657894736842106,0.5529693673483225,0.9786095800200987,1.6336429850537464,1.7452469067893077,1.028253615461714,2.4622401981169015,1.8377417087343513,1.6784014405553982,0.8905287167326014,2.466274164378195,2.4548292714956306,1.8688378315205474,1.232750325017605,2.5049253380234897,1.0689655172413792,0.9067328751888757,0.35100139992809276,1.4624643504496586,0.8620689655172413,0.8650227312883727,0.3402209556468072,1.3898245069299382,0.3448275862068966,0.6440204436326319,0.27845662276446104,1.0095842645008029
20,0.001841954421252,0.0032232343248324,0.001605600289805347,0.004840868359859453,0.0042199436575174,0.0034243992515257046,0.0014436649027686067,0.005405133600282802,0.0020162581931799,0.0019991394729003786,0.00048158340061721806,0.003516695545183539,0.0663103564879516,0.09471512652724248,0.052170833325023355,0.1372594197294616,0.1434780846353176,0.09858097017469311,0.0483485880580472,0.14881335229133902,0.0705690348057732,0.05915452872573111,0.023002231142911216,0.095306826308551,0.4,0.47000000000000003,0.2375077816808757,0.7024922183191243,0.65,0.5175,0.26189185005992177,0.7731081499400781,0.1,0.2125,0.0010669198814408365,0.4239330801185591,0.6,0.53,0.29750778168087577,0.7624922183191243,0.35,0.475,0.22030720258980302,0.729692797410197,0.8,0.7675,0.5602149178952863,0.9747850821047136,2.226242825055411,1.7692967027026127,1.0631873457226981,2.4754060596825274,2.3439151272187075,1.7116771248885634,0.930512516426148,2.492841733350979,2.7414307907507585,1.9124674794820578,1.2633271882791233,2.5616077706849922,1.9166666666666667,0.9572295647627653,0.37107158099632,1.5433875485292106,2.764705882352941,0.9600068888416011,0.2956567696069662,1.624357008076236,0.4,0.6318194214510003,0.2718462494707903,0.9917925934312104
21,0.0059372819960117,0.0033524746901266523,0.0016682337957878298,0.005036715584465475,0.0062604923732578,0.003559451304941519,0.001532097529179311,0.005586805080703727,0.0035821713972836,0.0020745219454900562,0.00055558795365706,0.0035934559373230522,0.1365574998234753,0.09670762049372976,0.05424720697467861,0.1391680340127809,0.1377308487778609,0.10044525010817729,0.050745009308606516,0.15014549090774806,0.0859721187106795,0.06043155682025246,0.024712010275971405,0.09615110336453352,0.8,0.48571428571428565,0.24794188553774224,0.7234866858908291,0.8,0.530952380952381,0.27430272165191033,0.7876020402528516,0.65,0.23333333333333334,0.006213687918557864,0.4604529787481088,0.2,0.5142857142857143,0.276513314109171,0.7520581144622577,0.2,0.4619047619047619,0.20651057544745327,0.7172989483620704,0.3,0.7452380952380953,0.5189060593346676,0.9715701311415229,0.6946105466286417,1.7181211714609954,0.9910320862940148,2.445210256627976,0.7920726922963037,1.6678864376222655,0.8805000341615022,2.455272841083029,1.0259937948482276,1.8702544468804472,1.2086392231062377,2.5318696706546566,0.3478260869565217,0.9282103515338965,0.3416214560531171,1.5147992470146758,0.5,0.9381017988967629,0.282838859950846,1.5933647378426798,0.4166666666666667,0.621574052175556,0.26758821949066747,0.9755598848604444
22,0.0051449513994157,0.0034339509041852456,0.0017464580281431775,0.005121443780227314,0.0037869084626436,0.0035697902666552497,0.0015907013501310144,0.005548879183179485,0.0016685047885403,0.0020560666201741577,0.0005712134739331754,0.00354091976641514,0.1389136899807647,0.09862607819768589,0.056223182931218106,0.14102897346415366,0.1022465308265782,0.10052712650446825,0.0520231375469761,0.1490311154619604,0.0450496306445425,0.05973237835772019,0.024719748631018175,0.09474500808442221,0.6,0.49090909090909096,0.25759121881775404,0.7242269630004279,0.55,0.5318181818181817,0.28132084101609306,0.7823155226202705,0.1,0.22727272727272727,0.003811175915307108,0.4507342786301474,0.4,0.509090909090909,0.27577303699957223,0.7424087811822458,0.45,0.46136363636363636,0.2121115082350617,0.7106157644922111,0.9,0.7522727272727273,0.5289444014259125,0.9756010531195421,1.705642172577891,1.717553944239036,1.0079826651468013,2.4271252233312706,1.8522298387159049,1.6762656831265217,0.9068507910847264,2.445680575168317,1.659208100289849,1.8606614311263288,1.2134251794164146,2.507897682836243,1.6296296296296295,0.9600930459927934,0.36843047673077267,1.5517556152548142,2.3703703703703702,1.003204915781927,0.29456643263500215,1.7118433989288517,0.7777777777777778,0.6286742215211114,0.2816178979859834,0.9757305450562395
23,0.0074071646668016,0.003606699328646826,0.0017615541320140972,0.005451844525279555,0.0070265596732497,0.003720084588681096,0.0016565222050425707,0.005783646972319621,0.0019285234156996,0.0020505212634578727,0.0005995634891775572,0.0035014790377381885,0.199993440475433,0.1030333548184575,0.056524946880736775,0.14954176275617823,0.1897171011586528,0.1044049514894328,0.053497564854820136,0.15531233812404546,0.0520701298021301,0.0593992371161728,0.025154312814173435,0.09364416141817217,0.95,0.5108695652173914,0.2636318613503663,0.7581072690844164,0.95,0.55,0.2901923788646684,0.8098076211353317,0.1,0.22173913043478263,0.0018083112725031103,0.4416699495970622,0.05,0.4891304347826087,0.24189273091558375,0.7363681386496337,0.05,0.4434782608695652,0.18529212829970115,0.7016643934394293,0.85,0.7565217391304347,0.5373786000294815,0.975664878231388,1.5317910051244965,1.709477294712317,1.015138926526833,2.403815662897801,1.5536579235232713,1.6709349109698588,0.9187754783211538,2.4230943436185637,2.1650062793996576,1.8738938158338647,1.238362232517694,2.5094253991500355,3.074074074074074,1.052005264605023,0.32505736057335044,1.7789531686366957,2.259259259259259,1.057815974193985,0.31758822814735055,1.7980437202406194,0.7037037037037037,0.6319363729203546,0.2924986967901776,0.9713740490505317
24,0.0171307027339935,0.004170199470536271,0.0008721221136479161,0.007468276827424626,0.0061584725044667,0.003821684085172163,0.0017430100691847384,0.005900358101159587,0.0077811041846871,0.002289295551842424,0.00045025763065010215,0.004128333473034746,0.1884377559616825,0.10659187153275855,0.05787944880618658,0.1553042942593305,0.1354863938002405,0.10570001158571644,0.05550899904029411,0.15589102413113878,0.1634031730034317,0.06373273444480859,0.024078881958246458,0.10338658693137073,1.0,0.53125,0.2696443807942956,0.7928556192057044,0.8,0.5604166666666667,0.30124609723801604,0.8195872360953174,0.95,0.2520833333333333,0.0,0.5135504177471923,0.0,0.46875,0.20714438079429565,0.7303556192057044,0.2,0.43333333333333335,0.17597777373150342,0.6906888929351633,0.05,0.7270833333333333,0.4687529219426584,0.9854137447240082,0.7823700462781276,1.6708478260275588,0.9658951258123324,2.3758005262427853,0.7921927276237981,1.6343206533304395,0.877141184661829,2.39150012199905,1.4379575724238003,1.855729805691779,1.2278302459931525,2.4836293653904056,1.5454545454545454,1.0725656513070865,0.3544970370909739,1.790634265523199,0.7272727272727273,1.0440433389055992,0.31694897451136905,1.7711377032998294,0.5238095238095238,0.6274310875407366,0.29472160043246026,0.960140574649013
25,0.0104693956673145,0.0044221673184074,0.0009564368421769698,0.007887897794637829,0.0101088993251323,0.004073172694770568,0.001681099999180567,0.00646524539036057,0.0078872041776776,0.002513211896875831,0.00039316365958764815,0.004633260134164013,0.188449115456068,0.10986616128969091,0.05944737883177276,0.16028494374760907,0.1819601853162996,0.10875041853493977,0.05730337555171728,0.16019746151816228,0.1656312906095525,0.06780867669139834,0.02396528707652415,0.11165206630627253,0.95,0.5479999999999999,0.2785561282938503,0.8174438717061496,0.95,0.5760000000000001,0.3105915098067384,0.8414084901932617,0.9,0.278,0.0,0.5648942894749447,0.05,0.452,0.18255612829385043,0.7214438717061495,0.05,0.418,0.1546561183547261,0.6813438816452739,0.05,0.7,0.4131347586990249,0.9868652413009751,0.7501422773687463,1.6340196040812063,0.9197649844929815,2.348274223669431,0.7636923548895072,1.5994955213928024,0.8380809637144165,2.3609100790711883,0.9778481166505624,1.8206145381301304,1.181351292857383,2.4598777834028778,1.3888888888888888,1.0852185808103585,0.3794277633102128,1.7910093983105042,0.9444444444444444,1.040059383127153,0.32799530358253703,1.752123462671769,0.7142857142857143,0.6309052726105358,0.30473808377096917,0.9570724614501023
