episode,reward_mean__lr_c=2e-4__raw,reward_mean__lr_c=2e-4__smooth,reward_mean__lr_c=2e-4__band_low,reward_mean__lr_c=2e-4__band_high,reward_mean__lr_c=3e-4__raw,reward_mean__lr_c=3e-4__smooth,reward_mean__lr_c=3e-4__band_low,reward_mean__lr_c=3e-4__band_high,reward_mean__lr_c=5e-4__raw,reward_mean__lr_c=5e-4__smooth,reward_mean__lr_c=5e-4__band_low,reward_mean__lr_c=5e-4__band_high,reward_total__lr_c=2e-4__raw,reward_total__lr_c=2e-4__smooth,reward_total__lr_c=2e-4__band_low,reward_total__lr_c=2e-4__band_high,reward_total__lr_c=3e-4__raw,reward_total__lr_c=3e-4__smooth,reward_total__lr_c=3e-4__band_low,reward_total__lr_c=3e-4__band_high,reward_total__lr_c=5e-4__raw,reward_total__lr_c=5e-4__smooth,reward_total__lr_c=5e-4__band_low,reward_total__lr_c=5e-4__band_high,task_sr__lr_c=2e-4__raw,task_sr__lr_c=2e-4__smooth,task_sr__lr_c=2e-4__band_low,task_sr__lr_c=2e-4__band_high,task_sr__lr_c=3e-4__raw,task_sr__lr_c=3e-4__smooth,task_sr__lr_c=3e-4__band_low,task_sr__lr_c=3e-4__band_high,task_sr__lr_c=5e-4__raw,task_sr__lr_c=5e-4__smooth,task_sr__lr_c=5e-4__band_low,task_sr__lr_c=5e-4__band_high,deadline_miss_rate__lr_c=2e-4__raw,deadline_miss_rate__lr_c=2e-4__smooth,deadline_miss_rate__lr_c=2e-4__band_low,deadline_miss_rate__lr_c=2e-4__band_high,deadline_miss_rate__lr_c=3e-4__raw,deadline_miss_rate__lr_c=3e-4__smooth,deadline_miss_rate__lr_c=3e-4__band_low,deadline_miss_rate__lr_c=3e-4__band_high,deadline_miss_rate__lr_c=5e-4__raw,deadline_miss_rate__lr_c=5e-4__smooth,deadline_miss_rate__lr_c=5e-4__band_low,deadline_miss_rate__lr_c=5e-4__band_high,mean_cft_completed__lr_c=2e-4__raw,mean_cft_completed__lr_c=2e-4__smooth,mean_cft_completed__lr_c=2e-4__band_low,mean_cft_completed__lr_c=2e-4__band_high,mean_cft_completed__lr_c=3e-4__raw,mean_cft_completed__lr_c=3e-4__smooth,mean_cft_completed__lr_c=3e-4__band_low,mean_cft_completed__lr_c=3e-4__band_high,mean_cft_completed__lr_c=5e-4__raw,mean_cft_completed__lr_c=5e-4__smooth,mean_cft_completed__lr_c=5e-4__band_low,mean_cft_completed__lr_c=5e-4__band_high,avg_rsu_queue__lr_c=2e-4__raw,avg_rsu_queue__lr_c=2e-4__smooth,avg_rsu_queue__lr_c=2e-4__band_low,avg_rsu_queue__lr_c=2e-4__band_high,avg_rsu_queue__lr_c=3e-4__raw,avg_rsu_queue__lr_c=3e-4__smooth,avg_rsu_queue__lr_c=3e-4__band_low,avg_rsu_queue__lr_c=3e-4__band_high,avg_rsu_queue__lr_c=5e-4__raw,avg_rsu_queue__lr_c=5e-4__smooth,avg_rsu_queue__lr_c=5e-4__band_low,avg_rsu_queue__lr_c=5e-4__band_high
11,0.0043090288527309,,,,0.001626662206253888,,,,0.0018335590139031,,,,0.1551250419048168,,,,0.0618131776401573,,,,0.0696752496356072,,,,0.65,,,,0.2793,,,,0.1,,,,0.35,,,,0.7937999999999998,,,,0.9,,,,2.2520416415220725,,,,2.5770475305765137,,,,2.524322111773511,,,,2.388888888888889,,,,1.65375,,,,1.1842105263157894,,,
12,0.0037710582837462,0.0040194918231766,-0.0009748252609874,0.0090138089073407,0.0025100859435041563,0.0022414728069694335,0.000833694576736899,0.003649251037201878,0.0022300474811345,0.0017758413572058,-6.15505044248882e-05,0.0036132332188365,0.1395291689045647,0.0907231049442487,0.0272228608086392,0.1542233490798583,0.092873182494608,0.0651340781783982,0.027747504852917458,0.10252065150387893,0.0825117472734849,0.0515614381826618,0.0088138744998338,0.0943090018654898,0.65,0.5,0.2195782397238694,0.7804217602761305,0.41895000000000004,0.37627916666666666,0.16672581431681607,0.5858325190165172,0.05,0.2166666666666666,0.0,0.4728034672363244,0.35,0.5,0.2195782397238694,0.7804217602761305,0.6237,0.6709499999999999,0.4187281658215061,0.9231718341784938,0.95,0.7791666666666667,0.5255937138025206,1.0,2.2984249625798463,1.6457802675990336,1.025344660325637,2.26621587487243,2.8269892916917416,1.7612528047621654,0.887064394894595,2.6354412146297355,3.065087562016673,1.8585918738051073,1.1714816522438434,2.545702095366371,3.5405405405405403,1.3137457956567151,0.3590561624116687,2.268435428901762,1.3706756756756757,0.9435012637554664,0.31273214163824264,1.57427038587269,0.8648648648648649,0.7087444582158738,0.2962168671164941,1.1212720493152537
13,0.0045036394149065,0.0040567339456174,-0.000726845630352,0.0088403135215869,0.002264591046259661,0.002243251133068682,0.0008953908428956421,0.0035911114232416315,0.0028547039255499,0.0018588307855399,7.439558921430158e-05,0.0036432659818656,0.1306055601244609,0.0937909861119573,0.0319960654360269,0.1555859067878878,0.0656731492889083,0.065175545186899,0.029380314173963654,0.10097077619983433,0.0827864144566976,0.0539633594345107,0.012129466259434,0.0957972526095874,0.7,0.5153846153846154,0.2412309059253845,0.7895383248438463,0.41895000000000004,0.37956153846153845,0.1785807307606473,0.5805423461624296,0.2,0.2153846153846154,0.0,0.4606604935509292,0.3,0.4846153846153846,0.2104616751561536,0.7587690940746156,0.567,0.662953846153846,0.41975488914064724,0.9061528031670448,0.7,0.7730769230769231,0.5293084326539874,1.0,1.621930960687621,1.6439457055289248,1.0498870098524449,2.238004401205405,2.2916778490696417,1.802054731247356,0.952252425836486,2.651857036658226,2.168827959207384,1.882456188066821,1.2189950689119993,2.5459173072216426,2.6551724137931036,1.4169324585902836,0.4300702894893899,2.4037946276911772,1.1025,0.9557319357742766,0.35020857561969015,1.5612552959288628,0.7586206896551724,0.7125810914035122,0.3173738220225582,1.1077883607844663
14,0.0068514081649482,0.0042563535327124,-0.0003998576622238,0.0089125647276487,0.006601652224780942,0.0025545654967623634,0.0008127813638079758,0.004296349629716751,0.0040602604858577,0.002016075764134,0.000203499259691,0.0038286522685771,0.1507310001850433,0.0978581299743206,0.0365681956582938,0.1591480642903474,0.1452363495856893,0.07089417407252692,0.030390159901495215,0.11139818824355854,0.0974462499987681,0.0570692801891005,0.015230208665211,0.09890835171299,0.85,0.5392857142857143,0.2611196242848415,0.817451804286587,0.8379000000000001,0.41230000000000006,0.18362685906601225,0.6409731409339878,0.45,0.2321428571428571,0.0,0.4759958573587366,0.15,0.4607142857142857,0.1825481957134129,0.7388803757151585,0.1134,0.6237,0.34771419768958567,0.8996858023104143,0.55,0.7571428571428571,0.5154682962006814,0.9988174180850328,0.7290821480489201,1.5785983085660675,0.9576771452528224,2.199519471879313,0.7698875594972816,1.7283285046937793,0.866521870167641,2.590135139219917,1.043496289581102,1.8225304810321268,1.1468116998733762,2.4982492621908774,0.9545454545454546,1.3839048154442242,0.4277388547057197,2.3400707761827286,0.4510227272727273,0.919681278024166,0.3224801933143175,1.5168823627340144,0.2083333333333333,0.6765633943984994,0.2736538428180589,1.07947294597894
15,0.0055119968019425,0.0043400630839944,-0.0001584721194989,0.0088385982874879,0.004202468721196011,0.0026644257117246365,0.0009329090027136507,0.004395942420735531,0.0023648249916732,0.0020393257126366,0.0002903636894417,0.0037882877358316,0.1929199049147341,0.1041955816370149,0.0402378834065302,0.1681532798674996,0.14708640200474998,0.07597365593467512,0.03226543858939596,0.11968187327995417,0.0898633514016423,0.05925555160327,0.018058848246949,0.1004522549595909,0.95,0.5666666666666667,0.278404220109301,0.8549291132240323,0.6517,0.42826000000000003,0.19939949882078817,0.6571205011792118,0.05,0.22,0.0,0.459642591015394,0.05,0.4333333333333333,0.1450708867759676,0.7215957798906991,0.2835,0.60102,0.32094266068101823,0.8810973393189817,0.9,0.7666666666666667,0.5308802419191039,1.0,2.2099609758581615,1.6206891530522072,1.0005449063839478,2.240833399720467,2.619467192097642,1.787737750520703,0.9259942909361519,2.6494812101052543,2.48688181929656,1.866820570249756,1.1934662352570355,2.540174905242476,6.285714285714286,1.7106921134622284,0.1451894445587345,3.2761947823657223,1.89,0.984369192822555,0.3567211289065908,1.6120172567385191,0.6578947368421053,0.6753188172280731,0.287035537723301,1.0636020967328452
16,0.0070834713988006,0.0045115261036698,0.000111743065179,0.0089113091421606,0.006222919155843482,0.002886831551982019,0.0009921803535196904,0.004781482750444438,0.0012508429354056,0.0019900455390597,0.0002889282054235,0.0036911628726959,0.1770867854797571,0.1087512818771862,0.0443311621401683,0.1731714016142042,0.15557297996135339,0.0809486136863425,0.03426830748880324,0.12762891988388175,0.0312710690899368,0.0575065214461866,0.0170965039573718,0.0979165389350014,0.95,0.590625,0.2961091543595093,0.8851408456404906,0.88445,0.456771875,0.20799053997614808,0.7055532100238519,0.35,0.228125,0.0,0.4619117618151207,0.05,0.409375,0.1148591543595092,0.7038908456404906,0.0567,0.567,0.2641278685649667,0.8698721314350333,0.65,0.759375,0.5297239966637783,0.9890260033362216,0.7180516303617778,1.5642743078840553,0.9240693014085998,2.204479314359511,0.7987435760818883,1.7259256146182773,0.8574632686039244,2.59438796063263,1.283977172658031,1.8303928579002728,1.1637515440073698,2.497034171793176,0.8,1.653773856370839,0.1243141346282747,3.1832335781134034,0.30870000000000003,0.9421398682711452,0.31268586707006163,1.5715938694722285,0.24,0.6481113911513185,0.2575260833464781,1.038696698956159
17,0.0053846705704927,0.0045628875428947,0.0002975556603624,0.008828219425427,0.004731593686155944,0.0029953469716393617,0.0011070853760830146,0.004883608567195709,0.0020173431839793,0.0019916512828785,0.0003445382010298,0.0036387643647272,0.1453861145650405,0.1109062720352953,0.0479020853360386,0.173910458734552,0.1277530368430036,0.08370181504849904,0.03710007364737333,0.13030355644962466,0.0585029521949939,0.0575651350196459,0.0184375574914777,0.0966927125478141,0.8,0.6029411764705882,0.313291286390289,0.8925910665508874,0.7448000000000001,0.4737147058823529,0.222908196942751,0.7245212148219549,0.2,0.2264705882352941,4.7746874600462785e-06,0.4529364017831282,0.2,0.3970588235294117,0.1074089334491125,0.686708713609711,0.2268,0.5469882352941174,0.2423469546820816,0.8516295159061534,0.8,0.7617647058823529,0.5391878850395918,0.984341526725114,1.566787894082719,1.5644221658957411,0.9445460340554108,2.184298297736072,1.8069146641071574,1.7306896763529174,0.8895752338579906,2.571804118847844,1.5303341888515107,1.812742347956228,1.1631800608552183,2.4623046350572375,3.703703703703704,1.7743579650374783,0.2122334297088886,3.336482500366068,1.225,0.9587786995493133,0.34546350292651873,1.5720938961721078,0.7586206896551724,0.6546119381221335,0.2754807624169754,1.0337431138272914
18,0.0033373688347637,0.0044948031702207,0.0003467536319588,0.0086428527084827,0.0024019378831144234,0.002962379800054578,0.0011251651406704655,0.00479959445943878,0.001640991307795,0.0019721701731516,0.0003720996739138,0.0035722406723895,0.1268200105455341,0.1117903686191975,0.0505523477221057,0.1730283895162892,0.0912736326707557,0.0841224715830688,0.03887692964250428,0.12936801352363342,0.062357676038987,0.0578313872984982,0.0198552573373679,0.0958075172596285,0.6,0.6027777777777777,0.3217752541224667,0.8837803014330887,0.32585,0.4655,0.21969857548395355,0.7113014245160465,0.1,0.2194444444444444,0.0,0.4411615992431341,0.4,0.3972222222222222,0.1162196985669112,0.6782247458775332,0.7371,0.5575499999999999,0.25862688131836803,0.8564731186816318,0.9,0.7694444444444444,0.5510688311156388,0.98782005777325,2.379780392475777,1.6097198451501875,0.978389880922851,2.2410498093775244,3.079389845256799,1.8056174635142441,0.9298820377021775,2.6813528893263108,2.2364696121388925,1.8362827515219315,1.1982495271983171,2.4743159758455455,3.6578947368421058,1.8789988968044016,0.2998266499326372,3.458171143676166,0.8703947368421053,0.9538684793989128,0.3585007617514622,1.5492361970463633,0.7631578947368421,0.6606422690451729,0.2919422609943214,1.0293422770960243
19,0.0055378875695168,0.004549702349131,0.0005114263479637,0.0085879783502984,0.004679070938145674,0.0030527319652173287,0.0012243598495315282,0.004881104080903039,0.0024674681480973,0.0019982384876225,0.0004391033330568,0.0035573736421882,0.1605987277423972,0.1143592296256817,0.0538023268686548,0.1749161323827085,0.13569305177459715,0.08683671264578086,0.0413020775568189,0.13237134773474282,0.0715565683358811,0.0585537652478341,0.0215135203014427,0.0955940101942255,0.8,0.6131578947368421,0.336349645189355,0.8899661442843292,0.6517,0.47529999999999994,0.23263453926581687,0.717965460734183,0.2,0.2184210526315789,0.0029045372063043,0.4339375680568536,0.2,0.3868421052631579,0.1100338557156708,0.6636503548106449,0.34019999999999995,0.5461105263157894,0.2513610867823728,0.840859965849206,0.7,0.7657894736842106,0.5529693673483225,0.9786095800200988,1.625921438704935,1.6105725606004375,0.9970188601653548,2.224126261035521,1.9875176579962008,1.815191157960663,0.9631068071463083,2.6672755087750177,2.4548292714956306,1.8688378315205472,1.232750325017605,2.5049253380234897,2.931034482758621,1.9343691908019929,0.3808271428720562,3.487911238731929,0.9504310344827586,0.953687561245431,0.37509360360060495,1.532281518890257,0.3448275862068966,0.6440204436326319,0.278456622764461,1.0095842645008029
20,0.0050260499119758,0.0045735197272733,0.0006415075414521,0.0085055319130944,0.0038084991509094537,0.0030905203245019442,0.0013029075747486615,0.004878133074255227,0.0020162581931799,0.0019991394729003,0.0004815834006172,0.0035166955451835,0.165859674691583,0.1169342518789767,0.0568780617263509,0.1769904420316025,0.12948897138337415,0.08896932558266052,0.0436346007223876,0.13430405044293345,0.0705690348057732,0.0591545287257311,0.0230022311429112,0.095306826308551,0.8,0.6224999999999999,0.3498545776731443,0.8951454223268556,0.6051500000000001,0.4817925,0.24382131240578714,0.7197636875942128,0.1,0.2125,0.0010669198814408,0.4239330801185591,0.2,0.3775,0.1048545776731443,0.6501454223268557,0.3968999999999999,0.53865,0.24982836773683656,0.8274716322631633,0.8,0.7675,0.5602149178952863,0.9747850821047136,2.2680861515847113,1.6434482401496513,1.028426867139391,2.2584696131599116,2.534944210087032,1.851178810566981,1.0063492865148789,2.6960083346190835,2.7414307907507585,1.9124674794820575,1.2633271882791233,2.561607770684992,8.393939393939394,2.2573477009588627,0.1662309387182237,4.348464463199502,3.048088235294118,1.0584075949478653,0.3259615884916802,1.7908536014040501,0.4,0.6318194214510003,0.2718462494707903,0.9917925934312104
21,0.008261582814157,0.0047491417790296,0.000833099255729,0.0086651843023303,0.005650094366865165,0.0032124048027097037,0.0013827180200843183,0.005042091585335089,0.0035821713972836,0.00207452194549,0.000555587953657,0.003593455937323,0.1734932337498047,0.1196275367299685,0.0598049814023485,0.1794500920575885,0.12430209102201946,0.09065183822262993,0.04579737090101737,0.13550630554424256,0.0859721187106795,0.0604315568202524,0.0247120102759714,0.0961511033645335,0.95,0.6380952380952382,0.3629113169148929,0.9132791592755832,0.7448000000000001,0.4943166666666667,0.2553758338579285,0.7332574994754049,0.65,0.2333333333333333,0.0062136879185578,0.4604529787481088,0.05,0.3619047619047619,0.0867208407244166,0.6370886830851071,0.2268,0.5237999999999999,0.2341829925574119,0.8134170074425878,0.3,0.7452380952380953,0.5189060593346676,0.9715701311415228,0.7447371111501339,1.6006524721020554,0.969938782846058,2.2313661613580527,0.8566266167184524,1.80381918228848,0.9522607869456646,2.6553775776312953,1.0259937948482276,1.8702544468804472,1.2086392231062375,2.5318696706546566,0.9523809523809524,2.195206427217057,0.1372406491719222,4.253172205262192,0.55125,1.034257233283681,0.31182984309580775,1.7566846234715545,0.4166666666666667,0.621574052175556,0.2675882194906674,0.9755598848604444
22,0.0037571669090539,0.0047040520122126,0.0008765384147556,0.0085315656096695,0.003417684887535849,0.003221735715656318,0.0014356079684932274,0.005007863462819408,0.0016685047885403,0.0020560666201741,0.0005712134739331,0.0035409197664151,0.101443499623895,0.1188009895887833,0.060291571641099,0.1773104075364677,0.09227749407098682,0.09072573167028254,0.04695088163614593,0.13450058170441925,0.0450496306445425,0.0597323783577201,0.0247197486310181,0.0947450080844222,0.55,0.634090909090909,0.3648829156677127,0.9032989025141054,0.5120500000000001,0.4951227272727272,0.2619097029859826,0.7283357515594718,0.1,0.2272727272727272,0.0038111759153071,0.4507342786301474,0.45,0.3659090909090909,0.0967010974858946,0.6351170843322873,0.5103,0.5231863636363635,0.24053445033855994,0.8058382769341673,0.9,0.7522727272727273,0.5289444014259125,0.975601053119542,1.5576392840401725,1.5986973271901517,0.9831154811124256,2.2142791732678777,2.003186570571251,1.812881336301333,0.9807591305581316,2.6450035420445346,1.659208100289849,1.8606614311263288,1.2134251794164146,2.507897682836243,4.333333333333333,2.292394013858706,0.2329413572066241,4.351846670510788,2.6133333333333333,1.1060334196495745,0.3247594919800898,1.887307347319059,0.7777777777777778,0.6286742215211114,0.2816178979859834,0.9757305450562396
23,0.0068367160856723,0.0047967765371456,0.0010309156980941,0.0085626373761971,0.006341470105107854,0.0033573763412846026,0.0014950112900508562,0.005219741392518439,0.0019285234156996,0.0020505212634578,0.0005995634891775,0.0035014790377381,0.1845913337305342,0.1216614393340769,0.0628742378940681,0.1804486407740857,0.17121968379568417,0.0942254687192131,0.04828155228147514,0.140169385156951,0.0520701298021301,0.0593992371161728,0.0251543128141734,0.0936441614181721,0.95,0.6478260869565218,0.376684451346524,0.9189677225665196,0.88445,0.5120500000000001,0.2701691047230063,0.7539308952769939,0.1,0.2217391304347826,0.0018083112725031,0.4416699495970622,0.05,0.3521739130434782,0.0810322774334804,0.623315548653476,0.0567,0.502904347826087,0.21012127349186102,0.7956874221603127,0.85,0.7565217391304347,0.5373786000294815,0.975664878231388,1.5801070905723462,1.5978890560328558,0.996447916897592,2.1993301951681197,1.6802810442904177,1.807116106213902,0.9936556798043278,2.6205765326234762,2.1650062793996576,1.8738938158338647,1.238362232517694,2.5094253991500355,4.62962962962963,2.394012953674834,0.3237317577645835,4.464294149585083,2.4908333333333332,1.1662421115488686,0.3501410215324539,1.9823432015652829,0.7037037037037037,0.6319363729203546,0.2924986967901776,0.9713740490505316
24,0.0169293731451034,0.0053023013958105,0.0008640088129917,0.0097405939786293,0.005558021435281196,0.00344906988686782,0.0015730665874391916,0.005325073186296448,0.0077811041846871,0.0022892955518424,0.0004502576306501,0.0041283334730347,0.1862230992773509,0.12435150849838,0.0653654733886292,0.1833375436081307,0.12227647040471705,0.09539426045610905,0.05009687163386542,0.14069164927835268,0.1634031730034317,0.0637327344448085,0.0240788819582464,0.1033865869313707,1.0,0.6625,0.3877471466303169,0.9372528533696832,0.7448000000000001,0.5217479166666668,0.2804601165285929,0.7630357168047405,0.95,0.2520833333333333,0.0,0.5135504177471923,0.0,0.3374999999999999,0.0627471466303168,0.6122528533696832,0.2268,0.4913999999999999,0.19955879541152483,0.7832412045884751,0.05,0.7270833333333333,0.4687529219426584,0.9854137447240082,0.7483549216857333,1.562491800435059,0.9492421231773585,2.1757414776927595,0.8567564349251375,1.76751778657687,0.948628191211768,2.5864073819419726,1.4379575724238003,1.855729805691779,1.2278302459931525,2.4836293653904056,1.7272727272727273,2.366232110908079,0.3368883211982623,4.395575900617896,0.8018181818181819,1.151057781143423,0.34943624439878435,1.952679317888062,0.5238095238095238,0.6274310875407366,0.2947216004324602,0.960140574649013
25,0.009704403579235,0.0054783854831475,0.0010452361715492,0.0099115347947457,0.009123281640931902,0.0036760383570303757,0.0015171927492604012,0.005834883964800351,0.0078872041776776,0.0025132118968758,0.0003931636595876,0.004633260134164,0.1746792610870354,0.1263646186019262,0.0677498198637942,0.1849794173400581,0.16421906724796037,0.09814725272778307,0.051716296435424775,0.14457820902014137,0.1656312906095525,0.0678086766913983,0.0239652870765241,0.1116520663062725,0.95,0.674,0.3989545492104987,0.9490454507895014,0.88445,0.5362560000000001,0.28916069563007346,0.7833513043699267,0.9,0.278,0.0,0.5648942894749447,0.05,0.326,0.0509545492104986,0.6010454507895013,0.0567,0.47401199999999993,0.17538003821425938,0.7726439617857406,0.05,0.7,0.4131347586990249,0.9868652413009752,0.7401541594828093,1.5295982947969688,0.9071395123261488,2.1520570772677887,0.825933281813002,1.7298544063863157,0.9063845622571414,2.55332425051549,0.9778481166505624,1.8206145381301304,1.181351292857383,2.4598777834028778,1.3333333333333333,2.324916159805089,0.3275883858728765,4.322243933737302,1.04125,1.1466654698976861,0.36161482219974705,1.9317161175956254,0.7142857142857143,0.6309052726105358,0.3047380837709691,0.9570724614501024
